id_invoice,issuedDate,country,service,total,discount,tax,invoiceStatus,balance,dueDate,client
15,04-02-2023,Swaziland,Web Development,745.37,118.01,73.19,Paid,700.55,16-02-2023,Company D
3,01-07-2023,Seychelles,Mobile App Development,2349.84,114.8,196.8,Paid,2431.84,16-07-2023,Company D
73,11-02-2023,Namibia,E-commerce Development,2702.9,323.88,98.9,Pending,2477.92,02-03-2023,Company A
49,14-09-2022,Taiwan,AI Solution,9569.17,1524.25,196.89,Overdue,8241.81,05-10-2022,Company B
94,29-08-2022,Norfolk Island,IoT Solution,5666.4,396.65,403.97,Overdue,5673.72,28-09-2022,Company D
59,28-10-2022,Saudi Arabia,UI/UX Design,931.04,54.36,26.78,Pending,903.46,08-11-2022,Company B
69,21-04-2023,Bulgaria,UI/UX Design,997.43,4.84,37.57,Paid,1030.16,17-05-2023,Company D
90,26-12-2022,United States of America,Web Development,693.55,135.88,37.75,Paid,595.42,07-01-2023,Company C
58,21-07-2022,New Caledonia,Mobile App Development,4624.39,867.81,351.2,Overdue,4107.78,31-07-2022,Company E
76,21-10-2022,Iran,Web Development,2128.41,123.9,34.37,Paid,2038.88,14-11-2022,Company C
45,12-11-2022,Senegal,E-commerce Development,1641.61,205.46,14.35,Paid,1450.5,25-11-2022,Company B
64,24-11-2022,Palau,IoT Solution,2090.27,120.73,178.55,Paid,2148.09,23-12-2022,Company A
32,07-01-2023,Japan,UI/UX Design,806.35,96.72,13.78,Paid,723.41,20-01-2023,Company D
22,16-11-2022,Algeria,Mobile App Development,3871.86,495.63,43.03,Overdue,3419.26,16-12-2022,Company B
53,26-05-2023,Ghana,Web Development,1085.63,13.17,21.21,Overdue,1093.67,11-06-2023,Company C
83,26-06-2023,Libyan Arab Jamahiriya,Web Development,887.06,132.9,28.77,Pending,782.93,11-07-2023,Company D
65,11-07-2022,Guinea,UI/UX Design,741.18,66.93,32.34,Paid,706.59,03-08-2022,Company C
47,31-10-2022,Namibia,AI Solution,7431.34,1245.29,74.76,Overdue,6260.81,22-11-2022,Company D
65,10-08-2022,Guernsey,E-commerce Development,2509,487.26,186.63,Paid,2208.37,28-08-2022,Company E
95,31-12-2022,Iceland,AI Solution,7157.89,1362.66,42.61,Paid,5837.84,21-01-2023,Company C
92,29-08-2022,British Indian Ocean Territory (Chagos Archipelago),IoT Solution,7607.19,349.73,726.84,Pending,7984.3,08-09-2022,Company E
89,21-07-2022,Ukraine,Web Development,2036.83,324.14,146.15,Overdue,1858.84,03-08-2022,Company D
50,07-04-2023,Costa Rica,AI Solution,6423.54,262.74,567.1,Pending,6727.9,06-05-2023,Company B
48,19-07-2022,Belarus,Mobile App Development,1689.4,118.97,126.76,Overdue,1697.19,03-08-2022,Company E
4,26-05-2023,Serbia,AI Solution,8690.91,543.31,489.12,Paid,8636.72,07-06-2023,Company B
32,10-01-2023,France,Web Development,1180.06,165.67,26.5,Pending,1040.89,21-01-2023,Company E
80,05-12-2022,Slovakia (Slovak Republic),AI Solution,5176.73,104.2,442.42,Pending,5514.95,15-12-2022,Company D
44,01-07-2023,Madagascar,AI Solution,9170.75,342.88,166.75,Pending,8994.62,17-07-2023,Company C
70,02-07-2023,Japan,Mobile App Development,4346.58,462.8,94.65,Paid,3978.43,01-08-2023,Company D
9,28-03-2023,Colombia,IoT Solution,2388.84,47.49,102.36,Paid,2443.71,09-04-2023,Company C
74,06-05-2023,Dominican Republic,E-commerce Development,1617.06,231.24,45.18,Overdue,1431,16-05-2023,Company B
57,02-12-2022,Turkey,E-commerce Development,2193.17,205.28,60.18,Paid,2048.07,25-12-2022,Company B
82,30-07-2022,Zambia,AI Solution,9570.17,862.23,189.34,Paid,8897.28,11-08-2022,Company A
59,22-11-2022,Wallis and Futuna,E-commerce Development,2411.95,317.36,80.76,Overdue,2175.35,21-12-2022,Company A
31,16-02-2023,Martinique,Web Development,674.09,116.87,49.39,Paid,606.61,05-03-2023,Company E
10,01-01-2023,Switzerland,UI/UX Design,921.59,57.3,34.61,Overdue,898.9,30-01-2023,Company E
12,02-01-2023,France,AI Solution,3773.79,523.19,61.22,Paid,3311.82,14-01-2023,Company E
51,08-09-2022,Reunion,UI/UX Design,491.29,79.31,24.19,Pending,436.17,06-10-2022,Company C
62,28-01-2023,Senegal,UI/UX Design,627.54,43.62,45.29,Paid,629.21,09-02-2023,Company B
84,22-02-2023,Mauritius,IoT Solution,5314.39,521.88,426.27,Pending,5218.78,13-03-2023,Company D
98,19-04-2023,Netherlands,Mobile App Development,3940.24,628.54,366.46,Pending,3678.16,18-05-2023,Company A
28,25-06-2023,Montserrat,Mobile App Development,2407.3,104.98,160.56,Paid,2462.88,09-07-2023,Company A
98,29-11-2022,Argentina,E-commerce Development,1320.52,83.22,97.88,Paid,1335.18,08-12-2022,Company B
28,01-06-2023,United Arab Emirates,IoT Solution,2261.28,69.39,153.17,Overdue,2345.06,24-06-2023,Company A
36,18-06-2023,Saint Pierre and Miquelon,AI Solution,3772.3,450.51,162.45,Overdue,3484.24,10-07-2023,Company B
69,12-08-2022,Sweden,E-commerce Development,3038.4,117.68,13.28,Overdue,2934,03-09-2022,Company B
51,11-12-2022,Timor-Leste,IoT Solution,7692.56,1294.39,429.62,Paid,6827.79,09-01-2023,Company B
71,04-09-2022,Swaziland,AI Solution,3425.58,176.38,235.58,Pending,3484.78,14-09-2022,Company B
29,01-10-2022,Jamaica,E-commerce Development,4488.81,357.18,57.42,Paid,4189.05,29-10-2022,Company B
69,06-06-2023,Japan,UI/UX Design,532.57,43.46,11.87,Overdue,500.98,04-07-2023,Company E
48,29-04-2023,Christmas Island,IoT Solution,2125.23,94.82,206.46,Paid,2236.87,13-05-2023,Company A
91,02-09-2022,Anguilla,IoT Solution,3431.39,248.05,136.9,Pending,3320.24,30-09-2022,Company A
57,29-09-2022,Greece,E-commerce Development,3051.08,446.39,22.39,Pending,2627.08,13-10-2022,Company D
72,09-09-2022,Liechtenstein,IoT Solution,3818.41,408.16,22.59,Paid,3432.84,24-09-2022,Company A
88,12-06-2023,Tajikistan,AI Solution,7449.37,848.86,125.68,Pending,6726.19,02-07-2023,Company E
98,12-07-2022,Saint Lucia,Web Development,1084.52,150.26,107.47,Pending,1041.73,19-07-2022,Company A
35,15-08-2022,Portugal,AI Solution,3683.49,198.84,131.72,Paid,3616.37,26-08-2022,Company C
42,04-05-2023,Nicaragua,IoT Solution,2992.43,555.59,259.08,Pending,2695.92,16-05-2023,Company D
67,15-02-2023,Chile,Mobile App Development,2147.61,43.91,104.98,Overdue,2208.68,10-03-2023,Company B
5,20-11-2022,Norfolk Island,UI/UX Design,305.51,44.25,18.98,Paid,280.24,16-12-2022,Company C
66,14-07-2022,Kazakhstan,AI Solution,4195.58,308.26,129.03,Paid,4016.35,04-08-2022,Company E
35,28-11-2022,Haiti,Mobile App Development,1833.52,293.42,77.36,Pending,1617.46,17-12-2022,Company E
35,01-02-2023,New Caledonia,E-commerce Development,2333.11,259.41,70.94,Pending,2144.64,18-02-2023,Company D
80,13-04-2023,United Arab Emirates,IoT Solution,4784.4,854.46,419.43,Overdue,4349.37,06-05-2023,Company C
22,15-11-2022,Reunion,IoT Solution,6481.82,712.91,559.88,Overdue,6328.79,29-11-2022,Company B
3,15-04-2023,Mexico,E-commerce Development,2906.62,233.56,217.6,Paid,2890.66,24-04-2023,Company A
16,15-12-2022,Brazil,UI/UX Design,730.83,117.1,43.62,Paid,657.35,09-01-2023,Company D
90,08-10-2022,Iraq,Web Development,1056.01,209.1,15.7,Overdue,862.61,03-11-2022,Company D
16,31-03-2023,Northern Mariana Islands,AI Solution,5627.85,996.57,537.47,Paid,5168.75,18-04-2023,Company E
23,14-05-2023,Saint Lucia,AI Solution,5579.5,488.75,251.14,Pending,5341.89,26-05-2023,Company A
62,04-08-2022,Latvia,E-commerce Development,3055.98,106.06,218.79,Pending,3168.71,30-08-2022,Company B
46,09-06-2023,Estonia,Mobile App Development,1687.72,56.47,38.07,Paid,1669.32,08-07-2023,Company E
10,03-02-2023,Poland,E-commerce Development,3802.19,708.63,311.71,Overdue,3405.27,17-02-2023,Company B
87,29-03-2023,United States Minor Outlying Islands,Web Development,1600.14,214.57,75.19,Overdue,1460.76,24-04-2023,Company C
98,09-10-2022,Bhutan,UI/UX Design,477.43,47.74,43.7,Pending,473.39,31-10-2022,Company C
96,09-10-2022,Guam,AI Solution,3115.77,4.84,44.74,Paid,3155.67,20-10-2022,Company E
9,06-06-2023,Antarctica (the territory South of 60 deg S),E-commerce Development,3943.56,255.7,310.49,Overdue,3998.35,22-06-2023,Company C
24,24-01-2023,Heard Island and McDonald Islands,IoT Solution,3392.59,522.62,69.64,Paid,2939.61,20-02-2023,Company E
87,19-04-2023,Palau,Web Development,2963.57,544.29,53.67,Pending,2472.95,13-05-2023,Company E
21,04-03-2023,Saint Lucia,UI/UX Design,634.08,45.09,41.96,Pending,630.95,29-03-2023,Company D
79,27-09-2022,Trinidad and Tobago,UI/UX Design,623.21,79.17,31.32,Paid,575.36,10-10-2022,Company C
53,22-04-2023,Congo,UI/UX Design,968.15,86.77,62.2,Paid,943.58,19-05-2023,Company E
72,19-04-2023,Grenada,UI/UX Design,338.11,23.15,13.84,Paid,328.8,13-05-2023,Company E
65,08-07-2023,El Salvador,IoT Solution,2537.27,217.43,144.19,Pending,2464.03,02-08-2023,Company B
66,07-08-2022,Guernsey,Mobile App Development,2837.75,397.01,256.56,Overdue,2697.3,06-09-2022,Company A
97,31-12-2022,Ukraine,Web Development,1948.39,172.92,138.79,Overdue,1914.26,20-01-2023,Company A
4,02-04-2023,Belgium,AI Solution,7857.72,333.44,454.51,Pending,7978.79,02-05-2023,Company D
50,17-10-2022,Comoros,Web Development,2706.1,186.53,203.21,Paid,2722.78,27-10-2022,Company E
68,03-04-2023,Sudan,IoT Solution,3164.04,339.15,7.26,Paid,2832.15,15-04-2023,Company D
100,25-05-2023,South Africa,UI/UX Design,265.34,20.46,22.73,Pending,267.61,20-06-2023,Company D
19,13-02-2023,Bulgaria,Web Development,840.17,150.3,53.84,Paid,743.71,22-02-2023,Company C
6,25-01-2023,Tonga,E-commerce Development,2255.85,232.17,186.48,Overdue,2210.16,08-02-2023,Company E
77,12-08-2022,Australia,UI/UX Design,526.21,98.03,11.37,Overdue,439.55,25-08-2022,Company D
18,20-08-2022,Finland,IoT Solution,5868.28,133.07,451.94,Pending,6187.15,12-09-2022,Company D
63,13-03-2023,Anguilla,IoT Solution,7062.02,1208.18,226.75,Paid,6080.59,07-04-2023,Company E
10,16-02-2023,Benin,AI Solution,6495.52,1023.46,537.49,Overdue,6009.55,17-03-2023,Company D
75,16-12-2022,Togo,IoT Solution,3484.75,594.51,52.07,Paid,2942.31,25-12-2022,Company E
98,29-07-2022,Lesotho,AI Solution,3162.06,394.38,257.16,Overdue,3024.84,27-08-2022,Company A
74,21-10-2022,Tonga,IoT Solution,6597.39,726.76,314.27,Pending,6184.9,05-11-2022,Company B
39,23-10-2022,Yemen,Web Development,828.14,149.16,77.1,Overdue,756.08,12-11-2022,Company B
15,30-08-2022,South Africa,E-commerce Development,4935.42,818.24,426.54,Overdue,4543.72,17-09-2022,Company D
69,11-02-2023,Burkina Faso,E-commerce Development,3665.65,218.33,21.89,Overdue,3469.21,18-02-2023,Company E
90,24-04-2023,Algeria,E-commerce Development,4722.55,341.72,8.66,Overdue,4389.49,02-05-2023,Company B
29,18-01-2023,Reunion,Web Development,1014.1,167.7,34.82,Paid,881.22,14-02-2023,Company E
29,28-07-2022,Syrian Arab Republic,AI Solution,3054.7,262.48,226.97,Overdue,3019.19,13-08-2022,Company B
43,28-05-2023,Saint Pierre and Miquelon,UI/UX Design,858.06,81.04,48.38,Pending,825.4,24-06-2023,Company E
16,30-01-2023,Wallis and Futuna,UI/UX Design,762.32,82.56,54.45,Pending,734.21,15-02-2023,Company E
71,20-05-2023,Mexico,AI Solution,4015.79,457.97,21.43,Pending,3579.25,04-06-2023,Company C
91,11-10-2022,Burkina Faso,AI Solution,9099.58,1625.18,151.71,Paid,7626.11,31-10-2022,Company C
99,01-08-2022,United States of America,Web Development,2485.44,430.89,201.08,Paid,2255.63,25-08-2022,Company A
2,01-06-2023,Papua New Guinea,AI Solution,5492.19,568.57,156.42,Paid,5080.04,24-06-2023,Company D
60,14-02-2023,Mexico,UI/UX Design,277.04,0.71,0.32,Pending,276.65,21-02-2023,Company E
83,08-06-2023,Turkmenistan,IoT Solution,3177.52,436.62,231.39,Paid,2972.29,19-06-2023,Company C
61,04-05-2023,Philippines,IoT Solution,4643.01,522.78,216.04,Paid,4336.27,27-05-2023,Company C
48,19-06-2023,Philippines,AI Solution,9324.32,512.31,225.8,Overdue,9037.81,14-07-2023,Company C
91,05-07-2023,Holy See (Vatican City State),E-commerce Development,4980.67,169.19,181.91,Pending,4993.39,20-07-2023,Company C
95,08-11-2022,Sweden,Web Development,1185.81,168.81,4.8,Overdue,1021.8,08-12-2022,Company E
48,28-12-2022,Guernsey,UI/UX Design,689.81,49.55,51.12,Paid,691.38,09-01-2023,Company C
76,07-01-2023,Tunisia,Mobile App Development,2080.8,50.24,164.7,Pending,2195.26,28-01-2023,Company C
30,13-12-2022,Tunisia,IoT Solution,3011.62,289.92,81.94,Pending,2803.64,11-01-2023,Company C
29,19-07-2022,Pitcairn Islands,Web Development,1992.59,63.07,11.09,Paid,1940.61,01-08-2022,Company A
18,29-03-2023,Malawi,UI/UX Design,486.65,56.87,26.32,Overdue,456.1,21-04-2023,Company C
44,13-01-2023,Korea,UI/UX Design,705.96,99.01,49.64,Overdue,656.59,05-02-2023,Company D
2,03-10-2022,Kuwait,Web Development,2559.65,285.42,63.34,Pending,2337.57,28-10-2022,Company D
26,20-06-2023,Venezuela,IoT Solution,2736.17,412.21,22.73,Overdue,2346.69,10-07-2023,Company E
38,15-08-2022,Ethiopia,UI/UX Design,962.98,134.38,40.08,Overdue,868.68,24-08-2022,Company B
63,04-09-2022,Gambia,UI/UX Design,455.75,31.22,18.43,Overdue,442.96,03-10-2022,Company B
71,22-02-2023,Ecuador,AI Solution,5657.31,757.82,507.19,Paid,5406.68,05-03-2023,Company E
83,05-02-2023,Bangladesh,Mobile App Development,3876.37,241.76,368.61,Overdue,4003.22,24-02-2023,Company E
9,02-12-2022,Niue,Web Development,2007.71,392.87,148.01,Pending,1762.85,22-12-2022,Company A
79,04-07-2023,Dominican Republic,IoT Solution,6131.02,1065.84,45.29,Pending,5110.47,19-07-2023,Company B
73,20-07-2022,Ireland,IoT Solution,7127.06,1391.95,324.96,Pending,6060.07,12-08-2022,Company B
44,13-02-2023,Christmas Island,E-commerce Development,3650.4,95.21,258.73,Paid,3813.92,01-03-2023,Company C
84,05-03-2023,Bhutan,IoT Solution,5544,1037.49,388.24,Paid,4894.75,26-03-2023,Company B
31,08-03-2023,France,AI Solution,7864.62,472.11,764.5,Paid,8157.01,20-03-2023,Company E
22,04-07-2023,Armenia,E-commerce Development,1031.3,176.8,21.35,Paid,875.85,24-07-2023,Company B
65,07-04-2023,Ireland,IoT Solution,7084.15,943.8,610.42,Overdue,6750.77,07-05-2023,Company B
4,04-05-2023,Turkey,E-commerce Development,3684.49,300.88,356.48,Pending,3740.09,13-05-2023,Company C
73,11-05-2023,Venezuela,Mobile App Development,4153.43,371.89,269.57,Pending,4051.11,21-05-2023,Company E
76,03-06-2023,Saint Martin,AI Solution,9477.32,1018.13,67.05,Paid,8526.24,26-06-2023,Company C
84,17-12-2022,Eritrea,Mobile App Development,2374.47,238.58,100.86,Overdue,2236.75,06-01-2023,Company E
91,15-01-2023,Nauru,Web Development,2375.01,151.02,155.17,Paid,2379.16,26-01-2023,Company A
90,11-05-2023,Georgia,UI/UX Design,512.93,72.87,46.84,Paid,486.9,18-05-2023,Company D
93,10-04-2023,Qatar,AI Solution,8106.47,1474.75,108.05,Overdue,6739.77,17-04-2023,Company E
19,18-02-2023,Papua New Guinea,IoT Solution,2684.31,449.81,152.23,Overdue,2386.73,14-03-2023,Company C
98,20-11-2022,Saint Vincent and the Grenadines,AI Solution,7479.05,976.89,56.16,Overdue,6558.32,29-11-2022,Company D
8,20-01-2023,Puerto Rico,AI Solution,8844.94,889.27,322.27,Pending,8277.94,01-02-2023,Company A
27,15-07-2022,Moldova,IoT Solution,6245.34,860.41,289.21,Pending,5674.14,04-08-2022,Company C
6,23-04-2023,Saudi Arabia,E-commerce Development,2111.31,337.63,98.82,Pending,1872.5,01-05-2023,Company A
18,18-10-2022,Sierra Leone,E-commerce Development,4206.58,410.02,249.33,Paid,4045.89,06-11-2022,Company B
78,22-09-2022,Hungary,Web Development,1163.41,61.97,58.51,Pending,1159.95,30-09-2022,Company E
23,14-06-2023,Papua New Guinea,AI Solution,3104.68,63.74,222.36,Pending,3263.3,23-06-2023,Company B
78,30-09-2022,Kazakhstan,IoT Solution,5663.4,1051.89,167.2,Paid,4778.71,12-10-2022,Company C
32,06-02-2023,Aruba,Mobile App Development,3966.63,108.18,204.65,Pending,4063.1,04-03-2023,Company D
42,10-11-2022,Bermuda,UI/UX Design,676.04,107.76,56.57,Pending,624.85,06-12-2022,Company C
89,28-02-2023,Malaysia,E-commerce Development,2386.23,222.65,4.59,Overdue,2168.17,25-03-2023,Company C
22,14-02-2023,North Macedonia,AI Solution,8081.88,1602.53,480.88,Pending,6960.23,02-03-2023,Company A
52,04-02-2023,Gabon,IoT Solution,6221.55,62.98,297.89,Pending,6456.46,13-02-2023,Company A
21,27-10-2022,Anguilla,UI/UX Design,865.21,125.04,73.72,Overdue,813.89,06-11-2022,Company E
42,01-06-2023,Indonesia,UI/UX Design,488.97,11.26,36.02,Paid,513.73,29-06-2023,Company A
82,17-04-2023,Seychelles,IoT Solution,4806.34,469.78,211.82,Overdue,4548.38,06-05-2023,Company B
98,18-04-2023,Niue,IoT Solution,3508.82,85.92,53.16,Overdue,3476.06,26-04-2023,Company A
11,23-12-2022,Iraq,Mobile App Development,2793.27,258.56,132.26,Paid,2666.97,30-12-2022,Company B
15,11-04-2023,Faroe Islands,IoT Solution,4125.1,483.52,353.26,Pending,3994.84,25-04-2023,Company E
28,29-04-2023,Saint Helena,AI Solution,4075.63,487.03,187.35,Overdue,3775.95,09-05-2023,Company E
73,20-01-2023,Austria,IoT Solution,6831.61,936.22,274.36,Overdue,6169.75,03-02-2023,Company B
20,18-03-2023,Dominica,IoT Solution,4400,57.42,325.81,Pending,4668.39,09-04-2023,Company A
87,25-09-2022,French Guiana,Web Development,2816.97,439.89,183.9,Pending,2560.98,11-10-2022,Company E
74,14-12-2022,Niger,Web Development,2191.46,53.16,14.71,Paid,2153.01,04-01-2023,Company D
27,02-03-2023,Micronesia,Mobile App Development,4209.77,402.77,393.72,Paid,4200.72,25-03-2023,Company D
61,30-12-2022,Fiji,E-commerce Development,3136.56,16.53,237.83,Pending,3357.86,10-01-2023,Company B
92,13-12-2022,Myanmar,Mobile App Development,2145.05,202.97,102.47,Paid,2044.55,10-01-2023,Company A
41,21-08-2022,Martinique,Mobile App Development,1724.73,151.69,67.14,Paid,1640.18,31-08-2022,Company D
80,17-10-2022,Latvia,AI Solution,8539.63,1560.15,657.8,Overdue,7637.28,09-11-2022,Company E
77,04-01-2023,Panama,UI/UX Design,941.37,124,31.16,Overdue,848.53,13-01-2023,Company B
73,22-05-2023,Jamaica,E-commerce Development,2154.23,137.31,110.34,Pending,2127.26,15-06-2023,Company C
32,27-12-2022,United States Minor Outlying Islands,UI/UX Design,856.89,144.55,40.54,Pending,752.88,20-01-2023,Company A
39,23-03-2023,Mauritania,AI Solution,5948.72,1054.31,207.16,Overdue,5101.57,01-04-2023,Company A
69,24-01-2023,Myanmar,E-commerce Development,3963.12,584.34,74.44,Pending,3453.22,21-02-2023,Company D
90,11-07-2022,Gambia,UI/UX Design,265.96,3.68,19.39,Pending,281.67,09-08-2022,Company C
28,19-02-2023,Russian Federation,E-commerce Development,3945.18,524.71,306.56,Pending,3727.03,26-02-2023,Company E
35,22-03-2023,Denmark,AI Solution,8473.15,1483.24,246.85,Overdue,7236.76,30-03-2023,Company E
25,20-06-2023,Turkmenistan,E-commerce Development,1289.33,187.32,32.54,Overdue,1134.55,16-07-2023,Company C
1,12-05-2023,Monaco,E-commerce Development,2874.05,318.27,201.06,Paid,2756.84,08-06-2023,Company A
7,06-07-2023,Fiji,Mobile App Development,1295.81,5.19,72.31,Overdue,1362.93,13-07-2023,Company A
65,12-08-2022,Poland,AI Solution,9122.62,1180.19,424.79,Overdue,8367.22,20-08-2022,Company D
26,10-06-2023,Bermuda,IoT Solution,3457.4,210.97,291.99,Overdue,3538.42,21-06-2023,Company E
55,16-01-2023,Slovenia,Web Development,2935.24,227.41,163.03,Paid,2870.86,25-01-2023,Company B
50,09-09-2022,Suriname,Mobile App Development,4417.68,527.2,83.99,Pending,3974.47,24-09-2022,Company C
81,04-05-2023,Namibia,Mobile App Development,3481.88,637.84,153.95,Paid,2997.99,19-05-2023,Company C
47,27-09-2022,Ukraine,Mobile App Development,3026.62,461.75,150.08,Paid,2714.95,05-10-2022,Company A
3,06-12-2022,Argentina,E-commerce Development,4190.79,7.21,108.65,Paid,4292.23,01-01-2023,Company D
29,14-11-2022,Cameroon,AI Solution,4216.14,20.13,115.53,Pending,4311.54,14-12-2022,Company D
47,20-02-2023,Tonga,AI Solution,9470.61,1774.45,437.36,Pending,8133.52,03-03-2023,Company C
53,11-12-2022,Burundi,Mobile App Development,1579.49,99.52,129.1,Pending,1609.07,30-12-2022,Company C
10,08-04-2023,Bouvet Island (Bouvetoya),E-commerce Development,3956.69,460.99,390.47,Pending,3886.17,15-04-2023,Company C
24,02-05-2023,San Marino,UI/UX Design,309.54,36.89,1.96,Overdue,274.61,16-05-2023,Company A
92,18-09-2022,Guyana,Mobile App Development,4776.43,877.63,26.12,Overdue,3924.92,14-10-2022,Company E
49,05-03-2023,Israel,IoT Solution,7484.96,542.16,386.22,Overdue,7329.02,12-03-2023,Company C
99,06-06-2023,Ecuador,AI Solution,9101.5,269.8,856.37,Paid,9688.07,16-06-2023,Company C
59,02-08-2022,Oman,Web Development,1970.72,237.9,102.28,Pending,1835.1,20-08-2022,Company D
24,05-10-2022,Pakistan,Mobile App Development,3780.76,112.95,288.6,Overdue,3956.41,03-11-2022,Company B
25,04-04-2023,Russian Federation,UI/UX Design,556.53,54.74,31.84,Overdue,533.63,03-05-2023,Company D
37,20-10-2022,Finland,Web Development,1191.63,63.14,74.23,Pending,1202.72,30-10-2022,Company C
62,27-01-2023,Ecuador,E-commerce Development,1952.37,217.28,162.96,Paid,1898.05,12-02-2023,Company A
15,02-05-2023,Moldova,UI/UX Design,394.45,45.8,26.23,Overdue,374.88,22-05-2023,Company C
89,09-04-2023,Aruba,Mobile App Development,4963.7,361.9,248.46,Overdue,4850.26,01-05-2023,Company B
66,18-10-2022,Dominica,AI Solution,7048.53,669.41,302.06,Overdue,6681.18,04-11-2022,Company C
52,06-12-2022,Micronesia,AI Solution,8280.04,1523.54,311.23,Paid,7067.73,26-12-2022,Company A
14,25-12-2022,Vietnam,AI Solution,4432.62,552.1,392.45,Pending,4272.97,16-01-2023,Company D
2,05-12-2022,Heard Island and McDonald Islands,IoT Solution,2376.33,339.18,15.96,Pending,2053.11,23-12-2022,Company C
41,10-03-2023,Cyprus,UI/UX Design,763.66,149.2,13.94,Overdue,628.4,25-03-2023,Company D
24,10-05-2023,Nepal,Web Development,2079.35,52.54,135.03,Pending,2161.84,07-06-2023,Company E
89,09-11-2022,Antigua and Barbuda,Mobile App Development,1794.32,61.8,40.25,Overdue,1772.77,02-12-2022,Company E
59,25-12-2022,Zambia,E-commerce Development,4998.11,27.32,353.16,Paid,5323.95,23-01-2023,Company C
44,09-05-2023,Cook Islands,IoT Solution,2319.32,321.98,136.03,Pending,2133.37,24-05-2023,Company C
94,25-11-2022,Albania,Mobile App Development,3091.87,563.17,28.12,Overdue,2556.82,25-12-2022,Company A
34,05-02-2023,Colombia,Web Development,1639.12,91.41,65.53,Overdue,1613.24,28-02-2023,Company E
67,26-06-2023,Falkland Islands (Malvinas),IoT Solution,2780.8,412.43,24.82,Paid,2393.19,09-07-2023,Company D
31,01-12-2022,Marshall Islands,AI Solution,8296.35,871.87,94.98,Pending,7519.46,10-12-2022,Company E
33,06-07-2023,Saudi Arabia,E-commerce Development,4178.1,596.12,104.81,Paid,3686.79,24-07-2023,Company A
76,13-06-2023,Venezuela,E-commerce Development,2413.42,376.8,108.89,Pending,2145.51,04-07-2023,Company D
33,01-03-2023,British Virgin Islands,UI/UX Design,655.36,109.51,63.63,Paid,609.48,08-03-2023,Company D
11,22-02-2023,Solomon Islands,AI Solution,8527.52,1111.64,491.14,Pending,7907.02,22-03-2023,Company C
74,06-07-2023,Russian Federation,IoT Solution,7250.77,767.95,541.25,Paid,7024.07,03-08-2023,Company A
33,23-10-2022,Hong Kong,UI/UX Design,710.85,54.38,69.36,Paid,725.83,11-11-2022,Company C
14,29-12-2022,Belarus,UI/UX Design,320.93,4.29,5.78,Pending,322.42,16-01-2023,Company E
7,02-06-2023,Cameroon,IoT Solution,3866.56,569.55,208.29,Pending,3505.3,28-06-2023,Company E
80,15-03-2023,Cape Verde,UI/UX Design,590.42,92.76,14.65,Paid,512.31,07-04-2023,Company C
47,24-10-2022,Bouvet Island (Bouvetoya),UI/UX Design,808.15,15.55,39.69,Paid,832.29,21-11-2022,Company E
3,29-10-2022,Saint Vincent and the Grenadines,IoT Solution,5593.58,960.88,339.18,Paid,4971.88,28-11-2022,Company E
7,23-06-2023,Belarus,Mobile App Development,3375.45,136.46,20.58,Overdue,3259.57,02-07-2023,Company D
8,24-05-2023,Ecuador,E-commerce Development,4459.14,228.3,39.89,Overdue,4270.73,12-06-2023,Company C
2,08-04-2023,Bolivia,IoT Solution,2840.41,444.3,188.13,Overdue,2584.24,25-04-2023,Company D
32,05-03-2023,Kuwait,AI Solution,4632.86,667.41,398.54,Paid,4363.99,30-03-2023,Company C
28,13-08-2022,Marshall Islands,Mobile App Development,3625.11,678.91,252.27,Paid,3198.47,31-08-2022,Company A
35,23-08-2022,Iran,Web Development,1310.92,255.03,39.73,Pending,1095.62,06-09-2022,Company B
52,17-12-2022,Kenya,Mobile App Development,3364.98,387.81,309.12,Overdue,3286.29,24-12-2022,Company C
51,20-03-2023,Vietnam,IoT Solution,5644.22,216.69,541.82,Paid,5969.35,19-04-2023,Company D
7,09-06-2023,Malta,AI Solution,4457.13,28.59,34.78,Pending,4463.32,09-07-2023,Company D
76,30-10-2022,Dominican Republic,E-commerce Development,1228.1,141.43,23.59,Paid,1110.26,10-11-2022,Company A
6,21-01-2023,Russian Federation,UI/UX Design,996.39,164.85,74.96,Overdue,906.5,15-02-2023,Company E
23,16-10-2022,Togo,AI Solution,5607.13,514.23,83.36,Paid,5176.26,24-10-2022,Company A
62,26-02-2023,Saint Lucia,Mobile App Development,1413.81,108.52,77.31,Overdue,1382.6,25-03-2023,Company B
61,18-02-2023,Palestinian Territory,E-commerce Development,1129.42,91.19,36.2,Overdue,1074.43,02-03-2023,Company B
90,14-12-2022,Palestinian Territory,UI/UX Design,687.85,19.51,25.97,Paid,694.31,31-12-2022,Company D
38,19-04-2023,Seychelles,IoT Solution,6698.42,555.86,531.01,Overdue,6673.57,04-05-2023,Company A
59,04-11-2022,Moldova,IoT Solution,3456.73,247.31,293.91,Paid,3503.33,26-11-2022,Company A
54,26-02-2023,Ecuador,UI/UX Design,632.88,75.8,52.53,Overdue,609.61,09-03-2023,Company B
22,17-01-2023,Kuwait,IoT Solution,3873.24,469.48,360.65,Pending,3764.41,09-02-2023,Company E
69,21-03-2023,Saint Vincent and the Grenadines,AI Solution,9050.9,706.44,812.81,Overdue,9157.27,03-04-2023,Company C
